File_prefix	new_file_prefix	File	Strain.name	Assembly	Locus	BioSample	BioProject	Source	Paper	Dataset	Host	Generic_host	host_simple	Strain	Location	Country	Altered.Collection.Date	Collection.Date	Submission.Date	Species	Short.species	Assembly.Method	Genome.Representation	Largest.contig	Total.length	X..contigs.....0.bp.	Genome.Coverage	Sequencing.Technology	Assembly.Length	Journal	Authors	Title	X..contigs.....1000.bp.	X..contigs.....5000.bp.	X..contigs.....10000.bp.	X..contigs.....25000.bp.	X..contigs.....50000.bp.	Total.length.....0.bp.	Total.length.....1000.bp.	Total.length.....5000.bp.	Total.length.....10000.bp.	Total.length.....25000.bp.	Total.length.....50000.bp.	X..contigs	GC....	N50	N75	L50	L75	X..N.s.per.100.kbp	Cluster.x	Lane	Study.number	Sample.number	Prodigiosin.producers	Bag.Number	Manual.species	Phenon_1977	Phenon_from_s_plymuthica_and_S_odorifera	Phenon_from_liq_prot_grim_complex_paper	Additional.Strain.Names	Date.on.tube	Biotype	Additional.Information	new_biotype_prev	new_biotype	ref_for_this_new_biotype	misc_biotype_info	two_word_species	Cluster.y	new_dataset	Mosquito	Collection	MosAIC_source_specific	MosAIC_source_lab	Location 	MosAIC_lab_field	Mosquito_spp	host_species_non_mosquito	life_stage_non_mosquito	sex_non_mosquito	tissue_non_mosquito	mosquito_species	mosquito_strain_lab	mosquito_life_stage	mosquito_sex	mosquito_female_feeding_status	mosquito_tissue
26968_7_124	26968_7_124	NA	1450	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	1450	NA	Unknown	NA	NA	NA	Serratia proteamaculans	Serratia proteamaculans	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	3102374	5351589	11	NA	Technology :: Illumina MiSeq	5351899	NA	NA	NA	9	8	8	8	7	5351899	5350972	5346387	5346387	5346387	5309595	10	55.29	3102374	554148	1	3	7.53	Serratia proteamaculans	26968_7#124	5179STDY7638154	13_4	NA	13	Serratia proteamaculans	NA	NA	RB	NA	NA	RB	NA	RB	RB	NA	NA	Serratia proteamaculans	7	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_125	26968_7_125	NA	4121	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	4121	NA	Unknown	NA	NA	NA	Serratia proteamaculans	Serratia proteamaculans	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	598226	5340255	36	NA	Technology :: Illumina MiSeq	5343005	NA	NA	NA	26	24	24	23	19	5343005	5338092	5335551	5335551	5323058	5162247	29	55.07	403720	218515	6	11	0.28	Serratia proteamaculans subsp. quinovorans	26968_7#125	5179STDY7638155	5_2_1	NA	5	Serratia proteamaculans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Serratia proteamaculans	6	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_126	26968_7_126	NA	493	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	493	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	3033107	4929461	13	NA	Technology :: Illumina MiSeq	4930949	NA	NA	NA	8	7	7	7	6	4930949	4928699	4925372	4925372	4925372	4888423	9	59.87	3033107	551311	1	3	0.3	Serratia marcescens	26968_7#126	5179STDY7638156	15_28	Red	15	Serratia marcescens	NA	NA	NA	NA	23/07/1992	NA	314 verification	NA	NA	NA	NA	Serratia entomophila	1	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_127	26968_7_127	NA	9107477	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	9107477	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	630124	4975625	43	NA	Technology :: Illumina MiSeq	4978664	NA	NA	NA	34	27	27	24	19	4978664	4974865	4959585	4959585	4914889	4700553	35	59.21	300446	162065	5	11	8.1	Serratia entomophila	26968_7#127	5179STDY7638157	16_17	NA	16	Serratia entomophila	NA	NA	NA	NA	01/09/1992	NA	NA	NA	NA	NA	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_128	26968_7_128	NA	8806219	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	8806219	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	2658517	4867860	30	NA	Technology :: Illumina MiSeq	4869581	NA	NA	NA	20	14	13	12	11	4869581	4864079	4851459	4843931	4828046	4790604	25	59.36	2658517	253272	1	4	0.16	Serratia entomophila	26968_7#128	5179STDY7638158	16_3	NA	16	Serratia entomophila	NA	NA	NA	NA	09/02/1993	NA	Reisolated	NA	NA	NA	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_129	26968_7_129	NA	201	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	201	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	2403826	5285795	14	NA	Technology :: Illumina MiSeq	5286936	NA	NA	NA	8	8	8	8	7	5286936	5283715	5283715	5283715	5283715	5251070	11	55.09	835356	591291	2	4	4.77	Serratia proteamaculans subsp. quinovorans	26968_7#129	5179STDY7638159	17_17	NA	17	Serratia proteamaculans	NA	NA	NA	NA	16/07/1992	NA	NA	NA	NA	NA	NA	Serratia entomophila	6	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_13	26968_7_13	NA	A12	NA	NA	NA	NA	Wakanui (Canterbury; New Zealand); mature pasture; 100-200 grass grubslm2; 3% diseased	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Costelytra zealandica	Insect	A12	New Zealand: Canterbury; Wakanui	New Zealand	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	1092874	5135735	36	NA	Technology :: Illumina MiSeq	5138007	NA	NA	Grimont; P. a. D. et al. (1988) 闂備胶鍋ㄩ崕鏌ュΧ缁叉笧ratia entomophila sp. nov. Associated with Amber Disease in the New Zealand Grass Grub Costelytra zealandica闂; International Journal of Systematic Bacteriology; 38(1); pp. 1闂6. doi: 10.1099/00207713-38-1-1.	27	22	22	18	15	5138007	5133840	5119542	5119542	5060500	4942606	30	58.94	508073	274706	4	7	5.04	Serratia entomophila	26968_7#13	5179STDY7638032	1_11	NA	1	Serratia entomophila	NA	NA	NA	NA	01/06/1987	A12	NA	NA	NA	NA	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_130	26968_7_130	NA	A1	NA	NA	NA	NA	Fairton (Canterbury; New Zealand); mature pasture; 550 grass grubs/m2; 65% diseased	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Costelytra zealandica	Insect	A1	New Zealand: Canterbury; Fairton	New Zealand	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	877032	5085395	47	NA	Technology :: Illumina MiSeq	5088046	NA	NA	Grimont; P. a. D. et al. (1988) 闂備胶鍋ㄩ崕鏌ュΧ缁叉笧ratia entomophila sp. nov. Associated with Amber Disease in the New Zealand Grass Grub Costelytra zealandica闂; International Journal of Systematic Bacteriology; 38(1); pp. 1闂6. doi: 10.1099/00207713-38-1-1.	35	25	24	23	22	5088046	5081513	5057660	5052367	5038506	5000000	40	58.98	238133	156865	6	13	10.82	Serratia entomophila	26968_7#130	5179STDY7638160	10_5	NA	10	Serratia entomophila	NA	NA	NA	ATCC43705	23/11/1985	A1	coutiole pour l'ATCC	Sen 1b	Sen 1b	NA	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_131	26968_7_131	NA	4742	NA	NA	NA	NA	Black fig	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Plant	Plant	4742	Silicy: Acate	Sicily	NA	NA	NA	Serratia ficaria	Serratia ficaria	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	359173	5292565	113	NA	Technology :: Illumina MiSeq	5293885	NA	NA	NA	98	68	58	39	31	5293885	5283186	5215325	5147252	4832100	4529436	110	59.92	160177	80849	11	23	0.02	Serratia ficaria	26968_7#131	5179STDY7638161	12_24	NA	12	Serratia ficaria	NA	NA	NA	GG11	NA	NA	NA	NA	NA	NA	NA	Serratia ficaria	3	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_132	26968_7_132	NA	3883	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	3883	NA	Unknown	NA	NA	NA	Serratia proteamaculans	Serratia proteamaculans	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	1818603	5243200	16	NA	Technology :: Illumina MiSeq	5244177	NA	NA	NA	12	11	11	11	10	5244177	5242697	5240571	5240571	5240571	5204095	13	55.04	1231418	424774	2	4	0.08	Serratia proteamaculans	26968_7#132	5179STDY7638162	13_6	NA	13	Serratia proteamaculans	NA	NA	EB	NA	NA	NA	NA	EB	EB	NA	NA	Serratia proteamaculans	7	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_133	26968_7_133	NA	371	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	371	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	3027633	5481643	16	NA	Technology :: Illumina MiSeq	5481643	NA	NA	NA	15	13	12	12	10	5481643	5481027	5475952	5470101	5470101	5400220	16	55.15	3027633	317281	1	4	0.86	Serratia proteamaculans	26968_7#133	5179STDY7638163	15_18	NA	15	Serratia proteamaculans	NA	NA	NA	NA	16/07/1992	NA	NA	NA	NA	NA	NA	Serratia entomophila	7	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_134	26968_7_134	NA	494	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	494	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	3036230	4930959	16	NA	Technology :: Illumina MiSeq	4932002	NA	NA	NA	11	9	8	8	6	4932002	4929669	4924090	4918032	4918032	4861674	13	59.87	3036230	550830	1	3	0.95	Serratia marcescens	26968_7#134	5179STDY7638164	15_29	Red	15	Serratia marcescens	NA	NA	NA	NA	23/07/1992	NA	LA10	NA	NA	NA	NA	Serratia entomophila	1	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_135	26968_7_135	NA	9107480	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	9107480	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	1178775	4910376	34	NA	Technology :: Illumina MiSeq	4911552	NA	NA	NA	25	17	17	16	13	4911552	4906000	4888425	4888425	4871584	4752646	31	59.25	609554	221018	3	6	0.69	Serratia entomophila	26968_7#135	5179STDY7638165	16_18	NA	16	Serratia entomophila	NA	NA	NA	NA	01/09/1992	NA	Serratia entemophila + 1	NA	NA	NA	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_136	26968_7_136	NA	9107482	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	9107482	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	772775	4982931	42	NA	Technology :: Illumina MiSeq	4983991	NA	NA	NA	38	30	29	26	22	4983991	4982375	4966976	4961032	4919646	4749128	39	59.2	233984	155702	7	14	23.84	Serratia entomophila	26968_7#136	5179STDY7638166	16_30	NA	16	Serratia entomophila	NA	NA	NA	NA	01/09/1992	NA	Serratia entemophila + 1	NA	NA	NA	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_137	26968_7_137	NA	301	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	301	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	1188659	5631644	22	NA	Technology :: Illumina MiSeq	5631644	NA	NA	NA	21	17	17	16	12	5631644	5631016	5622303	5622303	5609918	5469909	22	54.8	907419	310284	3	6	0.04	Serratia proteamaculans subsp. quinovorans	26968_7#137	5179STDY7638167	17_18	NA	17	Serratia proteamaculans	NA	NA	NA	NA	16/07/1992	NA	NA	NA	NA	NA	NA	Serratia entomophila	6	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_138	26968_7_138	NA	4027	NA	NA	NA	NA	Caprifig	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Plant	Plant	4027	USA: California:Winters	USA	NA	September; 1977	NA	Serratia ficaria	Serratia ficaria	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	1941632	5155838	26	NA	Technology :: Illumina MiSeq	5158078	NA	NA	Grimont; P. A. D.; Grimont; F. and Starr; M. P. (1979) 闂備胶鍋ㄩ崕鏌ュΧ缁叉笧ratia ficaria sp. nov.; a bacterial species associated with Smyrna figs and the fig wasp Blastophaga psenes闂; Current Microbiology; 2(5); pp. 277闂282. doi: 10.1007/BF02602859.	19	15	15	12	10	5158078	5154885	5147579	5147579	5086514	5011400	20	60.12	1087254	366780	2	4	0.06	Serratia ficaria	26968_7#138	5179STDY7638169	12_3	NA	12	Serratia ficaria	NA	NA	NA	ICPB 4053	NA	NA	NA	NA	NA	NA	NA	Serratia ficaria	3	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_139	26968_7_139	NA	3888	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	3888	NA	Unknown	NA	NA	NA	Serratia proteamaculans	Serratia proteamaculans	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	241723	5236891	95	NA	Technology :: Illumina MiSeq	5238464	NA	NA	NA	88	79	73	54	37	5238464	5234444	5208203	5171620	4836463	4208803	91	54.52	107652	61192	17	33	0.23	Serratia proteamaculans subsp. quinovorans	26968_7#139	5179STDY7638170	13_7	NA	13	Serratia proteamaculans	NA	NA	RQ	NA	NA	NA	NA	RQ	RQ	NA	NA	Serratia proteamaculans	6	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_14	26968_7_14	NA	91 3248	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	91 3248	NA	Unknown	NA	NA	NA	Serratia ficaria	Serratia ficaria	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	579468	5647242	77	NA	Technology :: Illumina MiSeq	5649670	NA	NA	NA	65	48	42	32	26	5649670	5643620	5599113	5556459	5400332	5194615	70	59.59	314581	149957	7	14	11.19	Serratia ficaria	26968_7#14	5179STDY7638033	2_6	NA	2	Serratia ficaria	NA	NA	NA	NA	10/06/1991	NA	FARGUES Jacqueline ??; tube: o	NA	NA	NA	NA	Serratia ficaria	3	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_140	26968_7_140	NA	372	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	372	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	979263	5206964	29	NA	Technology :: Illumina MiSeq	5207970	NA	NA	NA	22	19	19	17	15	5207970	5204119	5199418	5199418	5157153	5081343	26	54.94	376795	272013	5	9	1.56	Serratia proteamaculans subsp. quinovorans	26968_7#140	5179STDY7638171	15_19	NA	15	Serratia proteamaculans	NA	NA	NA	NA	16/07/1992	NA	NA	NA	NA	NA	NA	Serratia entomophila	6	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_141	26968_7_141	NA	505	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	505	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	3175520	5081572	19	NA	Technology :: Illumina MiSeq	5082639	NA	NA	NA	15	12	12	12	9	5082639	5080849	5072017	5072017	5072017	4973478	16	59.74	3175520	278815	1	3	5	Serratia marcescens	26968_7#141	5179STDY7638172	15_30	NA	15	Serratia marcescens	NA	NA	NA	NA	23/07/1992	NA	NA	NA	NA	NA	NA	Serratia entomophila	1	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_142	26968_7_142	NA	8806192	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	8806192	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	2614990	4826219	26	NA	Technology :: Illumina MiSeq	4827239	NA	NA	NA	19	15	13	12	10	4827239	4823612	4816134	4804285	4785915	4699668	23	59.36	2614990	252827	1	4	0.06	Serratia entomophila	26968_7#142	5179STDY7638173	16_2	NA	16	Serratia entomophila	NA	NA	NA	NA	09/02/1993	NA	NA	NA	NA	NA	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_143	26968_7_143	NA	8904306	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	8904306	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	1975740	4911382	20	NA	Technology :: Illumina MiSeq	4912507	NA	NA	NA	14	12	12	12	11	4912507	4909354	4905656	4905656	4905656	4868315	17	59.17	752441	284526	2	5	0.14	Serratia entomophila	26968_7#143	5179STDY7638174	16_31	NA	16	Serratia entomophila	NA	NA	NA	NA	09/02/1993	NA	NDcall reisolated	NA	NA	NA	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_144	26968_7_144	NA	314	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	314	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	2617953	4842061	25	NA	Technology :: Illumina MiSeq	4844387	NA	NA	NA	15	13	12	12	10	4844387	4839819	4836315	4830811	4830811	4747396	19	59.32	2617953	269362	1	4	0.21	Serratia entomophila	26968_7#144	5179STDY7638175	17_19	NA	17	Serratia entomophila	NA	NA	NA	NA	16/07/1992	NA	All tubes in bag 17 marked with T. Jackson unless stated	NA	NA	NA	NA	Serratia entomophila	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_145	26968_7_145	NA	CI1	NA	NA	NA	NA	Chatham Islands (Canterbury; New Zealand); mature pasture; 100-200 grass grubs/m2; 3% diseased	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Costelytra zealandica	Insect	CI1	New Zealand: Canterbury; Chatham Islands	New Zealand	NA	NA	NA	Serratia sp.	Serratia sp.	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	668885	5157309	55	NA	Technology :: Illumina MiSeq	5159640	NA	NA	Grimont; P. a. D. et al. (1988) 闂備胶鍋ㄩ崕鏌ュΧ缁叉笧ratia entomophila sp. nov. Associated with Amber Disease in the New Zealand Grass Grub Costelytra zealandica闂; International Journal of Systematic Bacteriology; 38(1); pp. 1闂6. doi: 10.1099/00207713-38-1-1.	48	39	35	33	25	5159640	5156570	5134600	5105319	5063139	4785765	49	58.81	227519	125041	8	15	7.62	Serratia entomophila	26968_7#145	5179STDY7638176	10_7	NA	10	Serratia entomophila	NA	NA	NA	NA	29/07/1985	N2/CI7	NA	Sen 1b	Sen 1b	NA	NA	Serratia sp.	5	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_146	26968_7_146	NA	4751	NA	NA	NA	NA	White fig	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Plant	Plant	4751	Sicily: Nicosia	Sicily	NA	NA	NA	Serratia ficaria	Serratia ficaria	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	412127	5634502	92	NA	Technology :: Illumina MiSeq	5634810	NA	NA	NA	83	63	55	40	32	5634810	5628358	5582298	5531234	5267386	4980432	91	59.59	156996	99427	11	23	2.64	Serratia ficaria	26968_7#146	5179STDY7638177	12_30	NA	12	Serratia ficaria	NA	NA	NA	GG37d	NA	NA	NA	NA	NA	NA	NA	Serratia ficaria	3	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_147	26968_7_147	NA	4123	NA	NA	NA	NA	Digestive tract of rodent Clethrionomys glareolus	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	Animal	Animal	4123	NA	Unknown	NA	NA	NA	Serratia proteamaculans	Serratia proteamaculans	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	744777	5419671	31	NA	Technology :: Illumina MiSeq	5421039	NA	NA	Grimont; P. A. D.; Grimont; F. and Irino; K. (1982) 闂備胶鍋ㄩ崕鏌ュΧochemical characterization of Serratia liquefaciens sensu stricto; Serratia proteamaculans; and Serratia grimesii sp. nov.闂; Current Microbiology; 7(2); pp. 69闂74. doi: 10.1007/BF01568416.	24	19	19	19	16	5421039	5417843	5410518	5410518	5410518	5318298	27	54.97	370324	272888	6	10	0.04	Serratia proteamaculans subsp. quinovorans	26968_7#147	5179STDY7638178	13_8	NA	13	Serratia proteamaculans	NA	NA	RQ	NA	NA	RQ	first two are RQ; third is QR; 2 more in another pair	RQ	RQ	NA	NA	Serratia proteamaculans	6	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_148	26968_7_148	NA	143	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	143	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	1494467	5591411	21	NA	Technology :: Illumina MiSeq	5592861	NA	NA	NA	16	16	15	14	10	5592861	5590770	5590770	5582088	5559735	5407759	17	54.98	697026	541796	3	5	0.05	Serratia proteamaculans subsp. quinovorans	26968_7#148	5179STDY7638179	15_2	NA	15	Serratia proteamaculans	NA	NA	NA	NA	16/07/1992	NA	etc for bag 15	NA	NA	NA	NA	Serratia entomophila	6	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_149	26968_7_149	NA	149	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	149	NA	Unknown	NA	NA	NA	Serratia entomophila	Serratia entomophila	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	2314034	5634291	17	NA	Technology :: Illumina MiSeq	5634624	NA	NA	NA	16	13	13	13	12	5634624	5634291	5629540	5629540	5629540	5596883	16	54.8	706241	326567	2	5	4.45	Serratia proteamaculans subsp. quinovorans	26968_7#149	5179STDY7638180	15_4	NA	15	Serratia proteamaculans	NA	NA	NA	NA	16/07/1992	NA	NA	NA	NA	NA	NA	Serratia entomophila	6	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26968_7_15	26968_7_15	NA	4622	NA	NA	NA	NA	NA	Grimont collection (Institut Pasteur)	Grimont collection (Institut Pasteur)	NA	NA	Missing	4622	NA	Unknown	NA	NA	NA	Serratia liquefaciens	Serratia liquefaciens	Method :: Sanger Pathogens Assembly Pipeline	Representation :: Draft	2467681	5255446	33	NA	Technology :: Illumina MiSeq	5260204	NA	NA	NA	19	13	13	11	10	5260204	5254856	5233378	5233378	5200982	5165789	20	54.97	530249	376727	2	5	5.71	Serratia proteamaculans	26968_7#15	5179STDY7638034	3_31	NA	3	Serratia proteamaculans	NA	NA	NA	NA	01/10/1980	NA	NA	NA	NA	NA	NA	Serratia liquefaciens	7	Grimont collection (Institut Pasteur)	NonMosquito	Williams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
