number_file	percent_coverage	percent_identity	category	Gene	product
AS013_contigs.fa	98.13	83.84	Adherence	pilT	  type IV pilus twitching motility protein PilT [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii TCDC-AB0715]
AS031_contigs.fa	95.7	82.99	Regulation	rcsB	  transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella oxytoca E718]
AS031_contigs.fa	99.72	80.06	Immune modulation	gndA	  NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
AS031_contigs.fa	99.3	82.47	Motility	fliM	  flagellar motor switch protein FliM [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS031_contigs.fa	99.7	82.43	Motility	fliG	  flagellar motor switch protein FliG [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
AS031_contigs.fa	90.48	80.65	Motility	cheW	  chemotaxis protein CheW [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS031_contigs.fa	100	80.59	Motility	flgG	  flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS031_contigs.fa	93.82	82.35	Regulation	fur	  ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS031_contigs.fa	99.3	83.3	Regulation	rpoS	  RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS031_contigs.fa	100	84.76	Effector delivery system	hcp/tssD	  type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
AS031_contigs.fa	99.02	80.75	Effector delivery system	KVAR_RS09730	  sugar ABC transporter substrate-binding protein [T6SS-III (VF0784) - Effector delivery system (VFC0086)] [Klebsiella variicola At-22]
AS083_contigs.fa	100	80.74	Motility	flgC	  flagellar basal-body rod protein FlgC [Flagella (VF0394) - Motility (VFC0204)] [Yersinia pestis CO92]
AS083_contigs.fa	98.85	82.82	Motility	flgG	  flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS083_contigs.fa	89.12	80.28	Motility	flgH	  flagellar L-ring protein precursor FlgH [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
AS083_contigs.fa	92.83	80.2	Motility	fliP	  flagellar biosynthetic protein FliP [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
AS083_contigs.fa	99.52	80.48	Motility	fliN	  flagellar motor switch protein FliN [Flagella (VF0394) - Motility (VFC0204)] [Yersinia pseudotuberculosis IP 31758]
AS083_contigs.fa	99.9	82.21	Motility	fliM	  flagellar motor switch protein FliM [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
AS083_contigs.fa	100	83.08	Motility	fliG	  flagellar motor switch protein G [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. palearctica 105.5R(r)]
AS083_contigs.fa	84.89	80.64	Motility	tcyJ	  cystine ABC transporter substrate-binding protein [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
AS083_contigs.fa	99.64	80.17	Immune modulation	gndA	  NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. rhinoscleromatis SB3432]
AS083_contigs.fa	99.81	81.14	Antimicrobial activity/Competitive advantage	acrB	  acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae 342]
AS083_contigs.fa	100	98.23	Nutritional/Metabolic factor	hasB	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
AS083_contigs.fa	99.7	96.18	Nutritional/Metabolic factor	hasE	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
AS083_contigs.fa	99.6	97.16	Nutritional/Metabolic factor	hasD	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
AS083_contigs.fa	100	99.3	Nutritional/Metabolic factor	hasA	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
AS083_contigs.fa	100	99.41	Nutritional/Metabolic factor	hasR	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
AS083_contigs.fa	100	98.74	Nutritional/Metabolic factor	hasS	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
AS083_contigs.fa	100	99.4	Nutritional/Metabolic factor	hasI	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
AS083_contigs.fa	100	99.05	Effector delivery system	shlB	  hemolysin determinant [ShlA-ShlB (VF1297) - Effector delivery system (VFC0086)] [Serratia marcescens W1436]
AS083_contigs.fa	100	98.88	Effector delivery system	shlA	  hemolysin [ShlA-ShlB (VF1297) - Effector delivery system (VFC0086)] [Serratia marcescens W1436]
AS083_contigs.fa	98.1	81.66	Effector delivery system	clpV	  ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
AS083_contigs.fa	99.9	81.66	Regulation	rpoS	  RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS083_contigs.fa	98.46	87.99	Regulation	rcsB	  transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]
AS085_contigs.fa	95.81	82.05	Regulation	fur	  ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS085_contigs.fa	98.37	80.32	Effector delivery system	clpV	  ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella variicola At-22]
AS085_contigs.fa	99.9	81.45	Regulation	rpoS	  RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS085_contigs.fa	100	91.26	Effector delivery system	hcp/tssD	  type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
AS085_contigs.fa	94.01	83.17	Regulation	rcsB	  transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]
AS085_contigs.fa	89.57	80.27	Motility	fliP	  flagellar type III secretion system pore protein FliP [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
AS085_contigs.fa	87.53	81.22	Motility	fliN	  flagellar motor switch protein FliN [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. palearctica 105.5R(r)]
AS085_contigs.fa	98.81	80.8	Motility	fliM	  flagellar motor switch protein FliM [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS085_contigs.fa	99.6	81.34	Motility	fliG	  flagellar motor switch protein FliG [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
AS085_contigs.fa	98.97	80.14	Motility	flhC	  regulator of flagellar biosynthesis [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS085_contigs.fa	100	81.77	Immune modulation	gndA	  NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]
AS091_contigs.fa	99.39	85.63	Regulation	rcsB	  transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
AS091_contigs.fa	99	82.09	Immune modulation	galF	  UTP--glucose-1-phosphate uridylyltransferase GalF [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella oxytoca E718]
AS091_contigs.fa	100	84.36	Immune modulation	gndA	  NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]
AS091_contigs.fa	98.52	81.2	Motility	fliQ	  flagellar biosynthesis protein FliQ [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
AS091_contigs.fa	100	85.02	Motility	fliN	  flagellar motor switch protein FliN [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	99.7	84.62	Motility	fliM	  flagellar motor switch protein FliM [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
AS091_contigs.fa	99.13	82.08	Motility	fliI	  flagellum-specific ATP synthase FliI [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
AS091_contigs.fa	99.8	87.96	Motility	fliG	  flagellar motor switch protein FliG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	100	88.19	Motility	fliA	  RNA polymerase sigma factor FliA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	100	82.9	Motility	tcyJ	  cystine ABC transporter substrate-binding protein [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
AS091_contigs.fa	99.15	84.66	Motility	flhC	  regulator of flagellar biosynthesis [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	100	84.35	Motility	motA	  flagellar motor stator protein MotA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	100	80.11	Motility	motB	  flagellar motor protein MotB [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	100	82.34	Motility	cheW	  chemotaxis protein CheW [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	100	83.05	Motility	cheR	  chemotaxis protein-glutamate O-methyltransferase [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	100	84.38	Motility	cheB	  chemotaxis response regulator protein-glutamate methylesterase [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	100	84.1	Motility	cheY	  two-component system response regulator [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	99.38	83.15	Motility	cheZ	  protein phosphatase CheZ [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	99.81	81.56	Motility	flhA	  flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	98.62	82.37	Adherence	nmpC	  phosphoporin PhoE [OmpD (VF0969) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	100	81.48	Regulation	phoP	  response regulator in two-component regulatory system with PhoQ [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	97.36	81.95	Motility	flgI	  flagellar biosynthesis protein FlgA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	99.71	82.88	Motility	flgH	  flagellar basal body L-ring protein FlgH [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
AS091_contigs.fa	100	87.1	Motility	flgG	  flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	100	81.73	Motility	flgC	  flagellar basal body rod protein FlgC [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
AS091_contigs.fa	100	80.18	Adherence	cgsD	  transcriptional regulator CsgD [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]
AS091_contigs.fa	99.4	80.75	Adherence	csgG	  curli production assembly/transport protein CsgG [Agf (VF0103) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	99.04	85.43	Adherence	ompA	  porin OmpA [Z1307 (VF1158) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]
AS091_contigs.fa	100	92.2	Nutritional/Metabolic factor	iroB	  glucosyltransferase IroB [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
AS091_contigs.fa	99.89	93.08	Nutritional/Metabolic factor	iroC	  ABC transporter [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. rhinoscleromatis SB3432]
AS091_contigs.fa	100	88.21	Nutritional/Metabolic factor	iroD	  siderophore esterase IroD [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
AS091_contigs.fa	98.75	86.1	Nutritional/Metabolic factor	iroE	  esterase [Salmochelin siderophore (VF0230) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli UTI89]
AS091_contigs.fa	100	94.99	Nutritional/Metabolic factor	iroN	  salmochelin receptor IroN [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
AS091_contigs.fa	96.47	83.3	Regulation	fur	  ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
AS091_contigs.fa	97.49	81.89	Nutritional/Metabolic factor	entA	  23-dihydroxybenzoate-23-dehydrogenase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae HS11286]
AS091_contigs.fa	99.53	84.84	Nutritional/Metabolic factor	entB	  23-dihydro-23-dihydroxybenzoate synthetase isochroismatase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]
AS091_contigs.fa	99.32	80.64	Nutritional/Metabolic factor	entE	  enterobactin synthase subunit E [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]
AS091_contigs.fa	92.67	81.41	Nutritional/Metabolic factor	entS	  enterobactin exporter EntS [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae KCTC 2242]
AS091_contigs.fa	98.71	81.31	Nutritional/Metabolic factor	fepD	  iron-enterobactin transporter membrane protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]
AS091_contigs.fa	85.6	80.93	Nutritional/Metabolic factor	fepG	  iron-enterobactin transporter permease [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]
AS091_contigs.fa	98.62	81.94	Nutritional/Metabolic factor	fepC	  iron-enterobactin transporter ATP-binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]
AS091_contigs.fa	98.88	81.8	Nutritional/Metabolic factor	fepA	  outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]
AS091_contigs.fa	96.97	80.41	Nutritional/Metabolic factor	sitC	  iron/manganese ABC transporter permease subunit SitC [Iron/manganese transport (VF1116) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli 536]
AS091_contigs.fa	99.58	80.23	Antimicrobial activity/Competitive advantage	acrA	  acriflavine resistance protein A [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella oxytoca E718]
AS091_contigs.fa	99.78	86.08	Antimicrobial activity/Competitive advantage	acrB	  acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae 342]
AS091_contigs.fa	100	80.83	Effector delivery system	aec32	  Hcp family type VI secretion system effector [ACE T6SS (VF1122) - Effector delivery system (VFC0086)] [Escherichia coli O44:H18 042]
AS091_contigs.fa	99.74	82.45	Effector delivery system	aec30	  type VI secretion system membrane subunit TssM [ACE T6SS (VF1122) - Effector delivery system (VFC0086)] [Escherichia coli O44:H18 042]
AS091_contigs.fa	98.51	81.23	Effector delivery system	tagO	  type VI secretion system-associated protein TagO [T6SS (VF0975) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91]
AS091_contigs.fa	98.84	84.71	Effector delivery system	aec26	  type IVB secretion system protein IcmH/DotU [ACE T6SS (VF1122) - Effector delivery system (VFC0086)] [Escherichia coli O44:H18 042]
AS091_contigs.fa	99.48	84.92	Effector delivery system	aec25	  type VI secretion system baseplate subunit TssK [ACE T6SS (VF1122) - Effector delivery system (VFC0086)] [Escherichia coli APEC O1]
AS091_contigs.fa	90.29	82.91	Effector delivery system	aec24	  type VI secretion system lipoprotein TssJ [ACE T6SS (VF1122) - Effector delivery system (VFC0086)] [Escherichia coli 536]
AS091_contigs.fa	99.92	81.19	Effector delivery system	aec23	  type VI secretion system-associated FHA domain protein TagH [ACE T6SS (VF1122) - Effector delivery system (VFC0086)] [Escherichia coli 536]
AS091_contigs.fa	100	82.95	Effector delivery system	aec22	  type VI secretion system baseplate subunit TssG [ACE T6SS (VF1122) - Effector delivery system (VFC0086)] [Escherichia coli 536]
AS091_contigs.fa	99.24	82.78	Effector delivery system	tssF	  type VI secretion system baseplate subunit TssF [ACE T6SS (VF1122) - Effector delivery system (VFC0086)] [Escherichia coli 536]
AS091_contigs.fa	100	83.17	Effector delivery system	aec18	  type VI secretion system contractile sheath large subunit [ACE T6SS (VF1122) - Effector delivery system (VFC0086)] [Escherichia coli 536]
