internal_id,seq_run,seq_sumission_date,data_return_date,internal_date_isolate_received,source_lab,isolation_date,sample_location,sample_location_lat,sample_location_lon,sample_source,lab_field_derived,host_species_non_mosquito,life_stage_non_mosquito,sex_non_mosquito,tissue_non_mosquito,mosquito_species,mosquito_strain_lab,mosquito_life_stage,mosquito_sex,mosquito_female_feeding_status,mosquito_tissue,confirmed_growth_media,confirmed_growth_temp,qc_pass,completeness,contamination,genome_size_bp,number_contigs,mean_contig_length_bp,longest_contig_bp,gc,number_predicted_genes,n50,total_reads,avg_coverage,gtdb_domain,gtdb_parent,gtbd_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,fastani_reference,fastani_ani,fastani_af,SR_accession_no,ER_accession_no,fastani_ani,fastani_af,SR_accession_no,ER_accession_no
USMM045,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,unk,unk,adults,female,unk,unk,R2A,28,Pass,99.8,1.18,6338975,157,40375,641265,59.8,5795,220636,4331946,101,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E paracarnis,GCF_904063055.1,99.1,0.9,,,99.1,0.9,,
USMM046,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,unk,unk,adults,female,unk,unk,R2A,28,Pass,99.8,1.18,6341088,165,38430,640946,59.8,5792,184184,4638197,107,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E paracarnis,GCF_904063055.1,99.06,0.9,,,99.06,0.9,,
USMM047,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,unk,unk,adults,female,unk,unk,R2A,28,Pass,99.8,1.18,6339327,158,40122,640946,59.8,5796,233716,5012118,117,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E paracarnis,GCF_904063055.1,99.08,0.9,,,99.08,0.9,,
USMM048,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,unk,unk,adults,female,unk,unk,R2A,28,Pass,99.8,1.18,6340958,160,39630,640946,59.8,5791,210564,4926856,115,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E paracarnis,GCF_904063055.1,99.07,0.9,,,99.07,0.9,,
USMM049,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Anopheles_gambiae,G3,adults,female,non_blood_fed,midgut,R2A,28,Pass,100,0,3895373,40,97384,476807,36.4,3545,226638,3290688,125,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia meningoseptica,GCF_000367325.1,98.5,0.94,,,98.5,0.94,,
USMM050,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Anopheles_gambiae,G3,adults,female,non_blood_fed,midgut,R2A,28,Pass,100,0,3895604,43,90595,362431,36.4,3544,222758,3900120,149,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia meningoseptica,GCF_000367325.1,98.51,0.94,,,98.51,0.94,,
USMM051,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Anopheles_gambiae,G3,adults,female,non_blood_fed,midgut,R2A,28,Pass,99.97,0.43,4863384,104,46763,493397,55.8,4549,352277,5207870,157,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.17,0.93,,,98.17,0.93,,
USMM053,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Anopheles_gambiae,G3,adults,female,non_blood_fed,midgut,R2A,28,Pass,99.97,0.43,4862828,96,50654,494238,55.8,4545,352277,4892155,149,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.16,0.93,,,98.16,0.93,,
USMM054,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Anopheles_gambiae,G3,adults,female,blood_fed,midgut,R2A,28,Pass,99.97,0.43,4862725,100,48627,494238,55.8,4545,352277,4244207,129,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.19,0.92,,,98.19,0.92,,
USMM055,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Anopheles_gambiae,G3,adults,female,blood_fed,midgut,R2A,28,Pass,99.97,0.43,4862746,95,51186,494238,55.8,4541,364070,4675842,143,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.2,0.93,,,98.2,0.93,,
USMM056,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Anopheles_gambiae,G3,adults,female,blood_fed,midgut,R2A,28,Pass,100,0,3894672,40,97366,362431,36.4,3541,218774,4688854,179,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia meningoseptica,GCF_000367325.1,98.47,0.94,,,98.47,0.94,,
USMM057,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Anopheles_gambiae,G3,adults,female,blood_fed,midgut,R2A,28,Pass,100,0,3894756,38,102493,362431,36.4,3540,222758,3325040,127,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia meningoseptica,GCF_000367325.1,98.48,0.94,,,98.48,0.94,,
USMM058,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Anopheles_gambiae,G3,adults,female,blood_fed,midgut,R2A,28,Pass,99.97,0.43,4862905,100,48629,494238,55.8,4543,352277,4278940,131,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.17,0.92,,,98.17,0.92,,
USMM059,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Anopheles_gambiae,G3,adults,female,blood_fed,midgut,R2A,28,Pass,99.97,0.43,4863149,98,49623,494238,55.8,4545,364070,4202293,128,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.19,0.93,,,98.19,0.93,,
USMM061,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,midgut,R2A,28,Pass,99.97,0.43,4862057,94,51724,494238,55.8,4541,352278,5362999,164,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.19,0.92,,,98.19,0.92,,
USMM062,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,midgut,R2A,28,Pass,99.97,0.43,4862792,100,48627,493397,55.8,4548,352278,3925500,119,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.18,0.92,,,98.18,0.92,,
USMM063,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,blood_fed,midgut,R2A,28,Pass,99.97,0.43,4862359,96,50649,494238,55.8,4546,352278,4157196,127,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.17,0.92,,,98.17,0.92,,
USMM064,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,blood_fed,midgut,R2A,28,Pass,99.97,0.43,4861945,94,51722,494238,55.8,4540,352278,4316151,132,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.19,0.92,,,98.19,0.92,,
USMM066,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,blood_fed,midgut,R2A,28,Pass,99.69,0.33,3339279,42,79506,614865,43,3087,369353,4270513,190,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter soli,GCF_000760595.1,98.49,0.94,,,98.49,0.94,,
USMM068,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,blood_fed,midgut,R2A,28,Pass,99.69,0.33,3339792,45,74217,614865,43,3088,369353,3666441,163,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter soli,GCF_000760595.1,98.49,0.94,,,98.49,0.94,,
USMM072,UW-3,23-Aug-22,09-Sep-22,29-Sep-21,Povelones_Michael,unk,"Philadelphia,PA,USA;North_America",39.952305,-75.193703,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,blood_fed,midgut,LB,28,Pass,99.97,0.43,4864342,115,42298,493397,55.8,4552,318261,4437947,134,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.17,0.92,,,98.17,0.92,,
USMM241,UW-3,23-Aug-22,09-Sep-22,23-Nov-21,Short_Sarah,23-Sep-16,"Baltimore,MD,USA;North_America",39.289077,-76.589358,mosquito_larval_water,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LB,28,Pass,99.94,1.23,7165772,115,62311,1073602,62.4,7021,294101,4236796,87,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus qingshengii,GCF_001646745.1,98.48,0.84,,,98.48,0.84,,
USMM236,UW-3,23-Aug-22,09-Sep-22,23-Nov-21,Short_Sarah,23-Sep-16,"Baltimore,MD,USA;North_America",39.289077,-76.589358,mosquito_larval_water,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LB,28,Pass,99.46,0.52,4981933,34,146527,1153815,71.2,4873,612942,4558579,135,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,NA,N/A,N/A,N/A,,,N/A,N/A,,
MMO-1,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,whole_body,Blood,unk,Pass,100,1.86,5021049,157,31981,631971,66.2,4696,176509,7504373,216,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,GCF_900186865.1,97.62,0.88,,,97.62,0.88,,
MMO-2,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,whole_body,Blood,unk,Pass,100,0.61,4888042,57,85755,586676,66.1,4482,255904,5498305,166,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,GCF_900186865.1,97.63,0.89,,,97.63,0.89,,
MMO-4,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,whole_body,YTG,unk,Pass,99.71,1.46,3709201,37,100248,780825,70.4,3453,433583,5578867,221,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter sp000980875,GCF_000980875.1,99.98,1,,,99.98,1,,
MMO-6,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,whole_body,YTG,unk,Pass,100,0.61,4890242,71,68876,586647,66.1,4478,269015,4724263,143,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,GCF_900186865.1,97.6,0.89,,,97.6,0.89,,
MMO-162,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,blood_fed,whole_body,1/10 YTG,unk,Fail,100,98.28,8574412,294,29164,728081,68,8049,72907,5450749,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
MMO-163,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,blood_fed,whole_body,1/10 YTG,unk,Pass,100,0.41,4041553,129,31329,422556,38.8,3841,195017,4367977,159,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,GCF_000369045.1,96.97,0.92,,,96.97,0.92,,
MMO-164,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,blood_fed,whole_body,1/10 YTG,unk,Pass,100,0.61,4889208,54,90540,1014528,66.1,4478,334867,5274136,159,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,GCF_900186865.1,97.64,0.89,,,97.64,0.89,,
MMO-165,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,blood_fed,whole_body,1/10 YTG,unk,Pass,100,0.61,4889327,71,68863,531310,66.1,4478,270493,4942985,148,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,GCF_900186865.1,97.66,0.88,,,97.66,0.88,,
MMO-102,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Toxorhynchites_amboinensis,unk,adults,female,non_blood_fed,whole_body,YTG,unk,Pass,99.81,0.56,5499790,79,69617,1172327,59.7,5138,697572,4307220,114,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia nevei,GCF_016742975.1,98.57,0.9,,,98.57,0.9,,
MMO-103,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Toxorhynchites_amboinensis,unk,adults,female,non_blood_fed,whole_body,YTG,unk,Pass,99.66,0.56,4947236,97,51002,691000,54.8,4734,511841,4275259,128,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea sp000277545,GCF_000277545.1,99.24,0.94,,,99.24,0.94,,
MMO-104,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Toxorhynchites_amboinensis,unk,adults,female,non_blood_fed,whole_body,YTG,unk,Pass,99.53,0,6266189,56,111896,1328555,67.8,5698,667252,8722572,203,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter ruhlandii,GCF_902859695.1,99.04,0.93,,,99.04,0.93,,
MMO-105,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Toxorhynchites_amboinensis,unk,adults,female,non_blood_fed,whole_body,YTG,unk,Pass,100,2.15,4154769,38,109336,645362,35.3,3870,408763,3768033,135,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,GCF_002023665.2,98.3,0.89,,,98.3,0.89,,
MMO-177,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Toxorhynchites_amboinensis,unk,larvae,unk,NA,whole_body,YTG,unk,Pass,99.73,0.54,6688047,113,59186,1276444,50.2,6092,922090,4323656,96,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_C,NA,N/A,N/A,N/A,,,N/A,N/A,,
MMO-151,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/10 YTG,unk,Pass,99.98,0.32,5765730,190,30345,378099,53.4,5369,151944,4374471,113,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae,GCF_001976145.1,96.59,0.85,,,96.59,0.85,,
MMO-152,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/10 YTG,unk,Pass,99.58,0.12,4612969,20,230648,1426122,66.4,4508,1035433,3497912,112,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Gordonia,Gordonia malaquae,GCF_000344135.1,97.93,0.9,,,97.93,0.9,,
MMO-172,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.37,0.94,5389869,58,92928,675665,66.6,5151,249791,6857863,189,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,NA,N/A,N/A,N/A,,,N/A,N/A,,
MMO-173,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,100,0.31,7341075,199,36889,570808,71,7098,261276,6340552,129,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,Methylobacterium organophilum,GCA_003096615.1,98.9,0.93,,,98.9,0.93,,
MMO-21,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,100,2.15,4156184,51,81493,645362,35.3,3876,408722,3769793,134,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,GCF_002023665.2,98.34,0.89,,,98.34,0.89,,
MMO-35,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.49,0.67,4061552,48,84615,715823,70.8,3792,414428,4983870,183,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp017306305,GCA_017306305.1,98.84,0.92,,,98.84,0.92,,
MMO-36,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.97,0,4900744,109,44960,772797,61.3,4417,295163,4344727,132,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,GCF_000014805.1,96.93,0.92,,,96.93,0.92,,
MMO-37,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.97,0.53,4845203,113,42877,539113,55.8,4542,304350,4429205,136,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.25,0.91,,,98.25,0.91,,
MMO-16,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,100,2.15,4155861,46,90344,645362,35.3,3878,408713,4490842,159,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,GCF_002023665.2,98.3,0.89,,,98.3,0.89,,
MMO-38,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.97,0.53,4852106,117,41470,539004,55.8,4553,319234,5531881,170,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,GCF_007035645.1,98.25,0.91,,,98.25,0.91,,
MMO-174,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Toxorhynchites_amboinensis,unk,larvae,unk,NA,whole_body,YTG,unk,Pass,100,0.03,5626252,41,137225,1302124,66.6,5415,641374,5381820,141,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,Kaistia sp017305815,GCA_017305815.1,99.22,0.99,,,99.22,0.99,,
MMO-10,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,98.99,1.18,3991498,17,234794,953730,70.8,3665,836204,5048647,187,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp017306305,GCA_017306305.1,98.39,0.91,,,98.39,0.91,,
MMO-39,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.71,1.46,3708233,28,132436,780776,70.4,3452,537539,6474611,257,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter sp000980875,GCF_000980875.1,99.99,1,,,99.99,1,,
MMO-40,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Pass,99.71,1.46,3707394,30,123579,829743,70.4,3448,338507,5684953,228,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter sp000980875,GCF_000980875.1,99.98,1,,,99.98,1,,
MMO-175,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,NA,NA,NA,NA,Toxorhynchites_amboinensis,unk,larvae,unk,NA,whole_body,YTG,unk,Pass,100,0.63,6881843,151,45575,451799,71.3,6534,215009,5360098,112,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,Methylobacterium organophilum,GCA_003096615.1,99.99,1,,,99.99,1,,
MMO-11,UW-4,05-Apr-22,22-Apr-22,NA,UW_Capstone_Students,Mar-22,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YTG,unk,Fail,98.21,10.47,9192866,549,16744,944455,48.2,9122,120875,3165788,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
